index,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
10466,Disney's Chicken Little: Ace In Action,Wii,2006.0,Shooter,Disney Interactive Studios,0.09,0.0,0.0,0.01,0.1,72.0,8.0,tbd,,Avalanche Software,E10+
10487,Atsumare! Power Pro Kun no DS Koushien,DS,2006.0,Sports,Konami,0.0,0.0,0.1,0.0,0.1,,,,,,
10613,My Healthy Cooking Coach,DS,2009.0,Simulation,Ubisoft,0.09,0.0,0.0,0.01,0.1,,,tbd,,Ubisoft,E
10687,Happy Feet Two,DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.08,0.01,0.0,0.01,0.1,,,tbd,,WayForward,E
10765,Luminous Arc 2 (JP sales),DS,2008.0,Role-Playing,Marvelous Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
10791,Happy Feet Two,X360,2011.0,Action,Warner Bros. Interactive Entertainment,0.08,0.01,0.0,0.01,0.1,,,,,,
10838,Egg Monster Hero,DS,2005.0,Role-Playing,Square Enix,0.0,0.0,0.09,0.0,0.09,,,,,Neverland,E
10994,The Daring Game for Girls,Wii,2007.0,Adventure,Majesco,0.09,0.0,0.0,0.01,0.09,,,tbd,,WXP,E
11001,Demon Chaos,PS2,2005.0,Action,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,,,,,
11017,Samurai Shodown Anthology,PSP,2008.0,Fighting,Ignition Entertainment,0.08,0.0,0.0,0.01,0.09,,,tbd,,SNK Playmore,T
11093,Action Man-Operation Extreme,PS,2000.0,Action,Hasbro Interactive,0.05,0.03,0.0,0.01,0.09,,,,,,
11120,Super Puzzle Fighter II,GBA,2003.0,Puzzle,Capcom,0.06,0.02,0.0,0.0,0.09,83.0,22.0,9.5,4.0,Atomic Planet Entertainment,E
11339,Charm Girls Club: My Fashion Show,DS,2009.0,Simulation,Electronic Arts,0.08,0.0,0.0,0.01,0.08,,,tbd,,Electronic Arts,E
11378,Face Racers: Photo Finish,3DS,2011.0,Racing,Majesco Entertainment,0.08,0.0,0.0,0.01,0.08,,,tbd,,Renegade Kid,E
11434,Zero: Tsukihami no Kamen,Wii,2008.0,Action,Nintendo,0.0,0.0,0.08,0.0,0.08,,,,,Grasshopper Manufacture,
11456,The Hidden,3DS,2011.0,Adventure,Majesco,0.08,0.0,0.0,0.01,0.08,,,4.2,5.0,1st Playable Productions,E10+
11546,Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,Majesco,0.06,0.02,0.0,0.0,0.08,,,,,,
11551,Get Fit with Mel B,X360,2010.0,Sports,Black Bean Games,0.0,0.06,0.0,0.01,0.08,57.0,7.0,,,Lightning Fish Games,E
"11566,Rock Revolution,Wii,2008.0,Misc,Konami,0.07,0.0,0.0,0.01,0.08,46.0,4.0,tbd,,""Zoe Mode, HB Studios Multimedia"",T"
11623,Happy Feet Two,Wii,2011.0,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,,,,,,
11791,Mega Man Battle Network: Operation Shooting Star,DS,2009.0,Role-Playing,Capcom,0.0,0.0,0.07,0.0,0.07,,,,,,
11833,Smashing Drive,GC,2000.0,Racing,Namco Hometek,0.06,0.01,0.0,0.0,0.07,47.0,18.0,5.2,6.0,Point of View,T
11926,Port Royale 3,PS3,2012.0,Simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.07,,,8.9,9.0,Kalypso,T
"11944,Dream Trigger 3D,3DS,2011.0,Shooter,D3Publisher,0.04,0.02,0.0,0.01,0.07,54.0,24.0,6.3,29.0,""Art Co., Ltd."",E"
11955,Dead Island: Riptide,PC,2013.0,Action,Deep Silver,0.0,0.07,0.0,0.01,0.07,61.0,35.0,6,441.0,Techland,M
11958,Yoostar on MTV,X360,2011.0,Misc,Yoostar Entertainment Group,0.07,0.0,0.0,0.01,0.07,49.0,4.0,tbd,,Yoostar Entertainment Group,T
12004,Tornado,DS,2008.0,Action,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,44.0,26.0,tbd,,Skonec,E
12012,McFarlane's Evil Prophecy,PS2,2004.0,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,34.0,28.0,3.2,5.0,Konami,M
12047,Drake of the 99 Dragons,XB,2003.0,Shooter,Majesco,0.05,0.01,0.0,0.0,0.07,22.0,16.0,1.8,37.0,Idol FX,T
12210,Build-A-Bear Workshop: Friendship Valley,Wii,2010.0,Misc,Activision,0.06,0.0,0.0,0.0,0.07,,,tbd,,Neko Entertainment,E
12218,Rayman Arena,XB,2002.0,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.07,50.0,7.0,tbd,,Ubisoft,E
12222,Port Royale 3,X360,2012.0,Simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.07,56.0,11.0,4.5,6.0,Kalypso,T
12236,National Geographic Challenge!,X360,2011.0,Misc,Ignition Games,0.06,0.0,0.0,0.0,0.07,,,,,,
12242,Alex Rider: Stormbreaker,DS,2006.0,Action,THQ,0.06,0.0,0.0,0.0,0.07,48.0,11.0,6.1,10.0,Altron,T
12525,Chou Soujuu Mecha MG,DS,2006.0,Simulation,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,,
12569,Prinny: Can I Really Be The Hero? (US sales),PSP,2009.0,Action,Nippon Ichi Software,0.06,0.0,0.0,0.0,0.06,,,,,,
12585,Combat Elite: WWII Paratroopers,PS2,2005.0,Shooter,SouthPeak Interactive,0.03,0.02,0.0,0.01,0.06,54.0,12.0,tbd,,BattleBorne,T
"12719,Flip's Twisted World,Wii,2010.0,Platform,Majesco,0.05,0.0,0.0,0.0,0.06,47.0,7.0,tbd,,""Majesco Games, Majesco"",E"
"12735,Mobile Ops: The One Year War,X360,2008.0,Simulation,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,""Dimps Corporation, Dream Execution"","
12785,Tom Clancy's Rainbow Six: Critical Hour,XB,2006.0,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.06,54.0,10.0,3.6,14.0,Ubisoft Quebec,M
12881,Jewel Link Chronicles: Mountains of Madness,DS,2012.0,Puzzle,Avanquest,0.0,0.05,0.0,0.01,0.05,,,tbd,,Avanquest Software,E10+
12897,Captain America: Super Soldier,Wii,2011.0,Action,Sega,0.05,0.0,0.0,0.0,0.05,57.0,16.0,6,6.0,High Voltage Software,T
12960,Mountain Bike Adrenaline,PS2,2007.0,Sports,Valcon Games,0.03,0.02,0.0,0.01,0.05,,,tbd,,Fresh 3D,E
12971,Drill Dozer,GBA,2005.0,Platform,Nintendo,0.04,0.01,0.0,0.0,0.05,81.0,34.0,8.3,10.0,Game Freak,E
13061,Captain America: Super Soldier,DS,2011.0,Action,Sega,0.05,0.0,0.0,0.0,0.05,,,,,,
13143,GRID,DS,2008.0,Racing,Codemasters,0.04,0.0,0.0,0.0,0.05,79.0,19.0,8.1,15.0,Firebrand Games,E
13196,Tour de France 2011,X360,2011.0,Racing,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05,46.0,7.0,7.6,5.0,Cyanide,
13290,Reader Rabbit 2nd Grade,Wii,1999.0,Misc,The Learning Company,0.04,0.0,0.0,0.0,0.05,,,tbd,,Graffiti Entertainment,E
13318,Monster Hunter Frontier Online,PS3,2007.0,Role-Playing,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,
13565,RollerCoaster Tycoon,PC,1999.0,Strategy,Microprose,0.02,0.02,0.0,0.01,0.04,,,,,Chris Sawyer,E
"13610,Battle vs. Chess,PS3,2011.0,Misc,TopWare Interactive,0.0,0.03,0.0,0.01,0.04,,,,,""Targem Games, TopWare Interactive"",T"
13648,The History Channel: Great Battles - Medieval,PS3,2010.0,Strategy,Slitherine Software,0.0,0.03,0.0,0.01,0.04,,,,,,
13673,Clockwork Empires,PC,2016.0,Strategy,Gaslamp Games,0.0,0.04,0.0,0.0,0.04,58.0,7.0,3.8,5.0,Gaslamp Games,RP
13712,B.L.U.E.: Legend of Water,PS,1998.0,Adventure,Hudson Soft,0.0,0.0,0.04,0.0,0.04,,,,,,
13782,GRID,PC,2019.0,Racing,Codemasters,0.0,0.03,0.0,0.01,0.04,87.0,25.0,7.9,463.0,Codemasters,E
13793,NHL Hitz Pro,GC,2003.0,Sports,Midway Games,0.03,0.01,0.0,0.0,0.04,81.0,15.0,7.8,5.0,Next Level Games,E
13875,Luxor: Pharaoh's Challenge,Wii,2007.0,Puzzle,Funsta,0.01,0.02,0.0,0.0,0.04,,,tbd,,MumboJumbo,E
13930,Sega Rally 2006,PS2,2006.0,Racing,Sega,0.0,0.0,0.04,0.0,0.04,,,,,,
14107,Half-Minute Hero 2,PSP,2011.0,Role-Playing,Rising Star Games,0.0,0.0,0.04,0.0,0.04,,,,,,
14128,Housekeeping,DS,2008.0,Action,Unknown,0.0,0.0,0.04,0.0,0.04,,,,,,
14143,Major League Baseball 2K8,PSP,2008.0,Sports,2K Sports,0.03,0.0,0.0,0.0,0.03,63.0,5.0,tbd,,Kush Games,E
14212,Sabre Wulf,GBA,2004.0,Platform,THQ,0.02,0.01,0.0,0.0,0.03,75.0,27.0,8,4.0,Rare Ltd.,E
14254,Swords,Wii,2010.0,Fighting,Majesco,0.03,0.0,0.0,0.0,0.03,,,tbd,,Panic Button,T
14327,Beyond the Labyrinth,3DS,2012.0,Role-Playing,Konami,0.0,0.0,0.03,0.0,0.03,,,,,,
14352,Bikkuriman Daijiten,DS,2007.0,Misc,Nintendo,0.0,0.0,0.03,0.0,0.03,,,,,,
"14371,Majesty 2: The Fantasy Kingdom Sim,X360,2009.0,Simulation,Paradox Interactive,0.03,0.0,0.0,0.0,0.03,,,,,""1C, Ino-Co, 1C Company"","
14451,Fullmetal Alchemist: Brotherhood,PSP,2010.0,Action,Bandai Namco Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
14548,Combat Elite: WWII Paratroopers,XB,2005.0,Shooter,SouthPeak Interactive,0.02,0.01,0.0,0.0,0.03,56.0,11.0,tbd,,BattleBorne,T
14599,Samurai Spirits: Tenkaichi Kenkakuden,PS2,2005.0,Fighting,SNK Playmore,0.0,0.0,0.03,0.0,0.03,,,,,,
14687,World of Tanks,X360,2010.0,Shooter,Wargaming,0.0,0.03,0.0,0.0,0.03,,,5.2,9.0,Microsoft Game Studios,
14748,Battle vs. Chess,PC,2011.0,Misc,TopWare Interactive,0.0,0.02,0.0,0.0,0.03,69.0,5.0,5.9,12.0,Targem Games,T
14751,Tom and Jerry in War of the Whiskers,XB,2003.0,Fighting,NewKidCo,0.02,0.01,0.0,0.0,0.03,,,,,,
14771,Super Duper Sumos,GBA,2003.0,Action,Midway Home Entertainment,0.02,0.01,0.0,0.0,0.03,57.0,5.0,tbd,,Handheld Games,E
14772,UK Truck Simulator,PC,2010.0,Simulation,Excalibur Publishing,0.0,0.03,0.0,0.0,0.03,,,,,,
14933,The King of Fighters: Maximum Impact - Maniax,XB,2005.0,Fighting,SNK Playmore,0.02,0.01,0.0,0.0,0.03,,,,,,
14952,Combat Wings: The Great Battles of WWII,Wii,2010.0,Simulation,City Interactive,0.02,0.0,0.0,0.0,0.03,,,,,City Interactive,
15008,Tube Slider,GC,2003.0,Racing,NEC Interchannel,0.02,0.0,0.0,0.0,0.02,62.0,21.0,tbd,,Nd Cube,E
15024,Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,2011.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,
15081,Payout Poker & Casino,PSP,2006.0,Misc,Bandai Namco,0.02,0.0,0.0,0.0,0.02,,,,,,
15083,Wii de Asobu: Metroid Prime,Wii,2009.0,Shooter,Nintendo,0.0,0.0,0.02,0.0,0.02,,,,,,
15121,Legacy of Ys: Books I & II,DS,2009.0,Role-Playing,Atlus,0.02,0.0,0.0,0.0,0.02,,,,,,
15269,Saint,Wii,2009.0,Shooter,UFO Interactive,0.02,0.0,0.0,0.0,0.02,,,tbd,,Opera House,E10+
15294,Steal Princess,DS,2008.0,Platform,Marvelous Entertainment,0.02,0.0,0.0,0.0,0.02,60.0,14.0,tbd,,Climax Entertainment,E10+
15340,Mario Tennis,3DS,2012.0,Sports,Nintendo,0.0,0.0,0.02,0.0,0.02,,,,,,
15417,Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,2005.0,Misc,Majesco,0.01,0.01,0.0,0.0,0.02,,,,,,
15442,Demolition Company: Gold Edition,PC,2011.0,Simulation,Giants Software,0.0,0.02,0.0,0.0,0.02,,,tbd,,Giants Software,
15537,Runaway: A Twist of Fate,DS,2010.0,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,66.0,5.0,,,Pendulo Studios,T
15559,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,2009.0,Racing,Konami,0.0,0.0,0.02,0.0,0.02,,,,,,
15677,Cabela's Alaskan Adventure,PS2,2006.0,Sports,Activision,0.01,0.01,0.0,0.0,0.02,,,,,,
"15680,""Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba."",PSV,2016.0,Adventure,Rejet,0.0,0.0,0.02,0.0,0.02,,,,,,"
15706,Writing and Speaking Beautiful Japanese DS,DS,2007.0,Misc,Ie Institute,0.0,0.0,0.02,0.0,0.02,,,,,,
15756,Virtua Quest,PS2,2005.0,Role-Playing,Sega,0.01,0.01,0.0,0.0,0.02,53.0,17.0,7.6,5.0,Artificial Mind and Movement,T
15797,Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
15818,Without Warning,XB,2005.0,Shooter,Capcom,0.01,0.0,0.0,0.0,0.02,45.0,25.0,2,5.0,CiRCLE,M
15955,PDC World Championship Darts 2008,DS,2008.0,Sports,Oxygen Interactive,0.01,0.0,0.0,0.0,0.02,,,,,,
15968,Dinotopia: The Sunstone Odyssey,GC,2003.0,Action,TDK Mediactive,0.01,0.0,0.0,0.0,0.02,50.0,4.0,tbd,,Vicious Cycle,T
16000,Jet Impulse,DS,2007.0,Simulation,Nintendo,0.0,0.0,0.02,0.0,0.02,,,,,,
"16019,Dream Dancer,DS,2009.0,Misc,Zoo Games,0.01,0.0,0.0,0.0,0.02,,,tbd,,""CyberPlanet Interactive Public Co., Ltd."",E"
16061,Dance! It's Your Stage,Wii,2011.0,Misc,DTP Entertainment,0.0,0.01,0.0,0.0,0.02,,,,,,
16081,Football Manager 2007,X360,2006.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01,,,,,,
16082,Ferrari: The Race Experience,Wii,2010.0,Racing,System 3 Arcade Software,0.0,0.01,0.0,0.0,0.01,54.0,4.0,,,System 3,E
16159,Aquaman: Battle for Atlantis,XB,2003.0,Action,TDK Mediactive,0.01,0.0,0.0,0.0,0.01,26.0,13.0,2.7,15.0,Lucky Chicken,T
16182,WRC: FIA World Rally Championship,PC,2010.0,Racing,Black Bean Games,0.0,0.01,0.0,0.0,0.01,65.0,7.0,,,Black Bean Games,RP
16280,Homeworld Remastered Collection,PC,2015.0,Strategy,Gearbox Publishing,0.0,0.01,0.0,0.0,0.01,86.0,49.0,8.2,324.0,Gearbox Software,E10+
16291,Shorts,DS,2009.0,Platform,Majesco,0.01,0.0,0.0,0.0,0.01,,,tbd,,Artificial Mind and Movement,E10+
16296,AKB1/48: Idol to Guam de Koishitara...,X360,2011.0,Misc,Bandai Namco Games,0.0,0.0,0.01,0.0,0.01,,,,,,
16306,Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,2005.0,Misc,Majesco,0.01,0.0,0.0,0.0,0.01,,,,,,
16332,Brothers in Arms: Furious 4,X360,2011.0,Shooter,Ubisoft,0.01,0.0,0.0,0.0,0.01,,,,,Gearbox Software,M
16339,Dance with Devils,PSV,2016.0,Action,Rejet,0.0,0.0,0.01,0.0,0.01,,,,,,
16351,Agarest Senki: Re-appearance,PS3,2010.0,Role-Playing,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,
16376,PDC World Championship Darts 2008,PSP,2008.0,Sports,Oxygen Interactive,0.01,0.0,0.0,0.0,0.01,43.0,7.0,tbd,,Oxygen Interactive,E10+
16409,Freaky Flyers,GC,2003.0,Racing,Midway Games,0.01,0.0,0.0,0.0,0.01,69.0,14.0,6.5,6.0,Midway,T
16452,Inversion,PC,2012.0,Shooter,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01,59.0,6.0,6.7,107.0,Saber Interactive,M
16462,Hakuouki: Shinsengumi Kitan,PS3,2014.0,Adventure,Aksys Games,0.01,0.0,0.0,0.0,0.01,,,,,,
16526,Virtua Quest,GC,2004.0,Role-Playing,Sega,0.01,0.0,0.0,0.0,0.01,55.0,19.0,5.5,12.0,Artificial Mind and Movement,T
16828,Test Drive Unlimited 2,PS3,2011.0,Racing,Atari,0.16,0.34,0.01,0.12,0.62,70.0,43.0,6.1,44.0,Eden,T
16818,Metal Gear Solid 2: Substance,XB,,Action,Konami Digital Entertainment,0.38,0.22,0.0,0.03,0.62,87.0,28.0,8.5,39.0,KCEJ,M
16818,Metal Gear Solid 2: Substance,XB,2002.0,Action,Konami Digital Entertainment,0.38,0.22,0.0,0.03,0.62,87.0,28.0,8.5,39.0,KCEJ,M
4127,Sonic the Hedgehog,PS3,2006.0,Platform,Sega,0.0,0.48,0.0,0.0,0.48,43.0,17.0,4.1,176.0,Sonic Team,E10+
16738,Driving Simulator 2011,PC,2011.0,Racing,Excalibur Publishing,0.0,0.01,0.0,0.0,0.01,,,,,,
16782,Monster Hunter 2,PS2,2006.0,Role-Playing,Capcom,0.0,0.0,0.63,0.0,0.63,,,,,,
